Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split
30,three zero,813463,eight one three four six three,GenericPronunciation,p288,train
52,five two,944452,nine four four four five two,GenericPronunciation,p292,train
22,too too,343536,three fo three five three six,GenericPronunciation,VCTK_p241,test
8120,eight one two zero,356592,three faaev six faaev nine two,GenericPronunciation,p374,train
216,too one six,225572,too too faaev faaev seven too,GenericPronunciation,VCTK_p233,test
108,one zero eight,432980,fo three too nine eight zero,GenericPronunciation,p341,train
2498,two four nine eight,240203,two four zero two zero three,GenericPronunciation,p259,train
84,eight four,059159,zero faaev nine one faaev nine,GenericPronunciation,p258,train
94,nine fo,059932,o five nine nine three too,GenericPronunciation,p270,train
437,fo three seven,885293,eight eight five too nine three,GenericPronunciation,p295,train
661,six six one,710125,seven one o one two five,GenericPronunciation,p299,train
6364,six three six four,546133,five four six one three three,GenericPronunciation,p283,train
886,eight eight six,649217,six four nine too one seven,GenericPronunciation,p316,train
248,two fo eight,586288,five eight six two eight eight,GenericPronunciation,p329,train
252,too faaev too,789251,seven eight nine too faaev one,GenericPronunciation,p351,train
58,faaev eight,209005,too o nine o o faaev,GenericPronunciation,p323,train
086,o eight six,578090,five seven eight o nine o,GenericPronunciation,p276,train
120,one two o,775609,seven seven faaev six o nine,GenericPronunciation,p248,train
844,eight four four,235567,too three faaev faaev six seven,GenericPronunciation,p270,train
7258,seven two faaev eight,633751,six three three seven faaev one,GenericPronunciation,p297,train
212,two one two,416100,fo one six one zero zero,GenericPronunciation,VCTK_p244,test
989,nine eight nine,203482,too o three four eight too,GenericPronunciation,p304,train
8120,eight one two o,504652,five o four six five two,GenericPronunciation,VCTK_p246,test
26,too six,599316,five nine nine three one six,GenericPronunciation,p284,train
12,one two,935929,nine three five nine two nine,GenericPronunciation,p261,train
372,three seven too,188955,one eight eight nine five five,GenericPronunciation,p334,train
57,five seven,935255,nine three five two five five,GenericPronunciation,p253,train
989,nine eight nine,855778,eight five five seven seven eight,GenericPronunciation,p314,train
1554,one five five fo,629526,six two nine five two six,GenericPronunciation,p265,train
1554,one faaev faaev four,853258,eight faaev three two faaev eight,GenericPronunciation,p251,train
187,one eight seven,622874,six two two eight seven fo,GenericPronunciation,p363,train
9839,nine eight three nine,763918,seven six three nine one eight,GenericPronunciation,p326,train
12,one too,538728,faaev three eight seven too eight,GenericPronunciation,p376,train
2501,too five zero one,154462,one five four four six too,GenericPronunciation,p286,train
49,four nine,831229,eight three one too too nine,GenericPronunciation,p275,train
248,two four eight,508823,five zero eight eight two three,GenericPronunciation,p294,train
661,six six one,866028,eight six six o too eight,GenericPronunciation,p297,train
26,two six,643495,six four three four nine faaev,GenericPronunciation,VCTK_p246,test
9720,nine seven too zero,821268,eight too one too six eight,GenericPronunciation,p253,train
985,nine eight five,195633,one nine five six three three,GenericPronunciation,p318,train
248,too fo eight,111191,one one one one nine one,GenericPronunciation,VCTK_p231,test
8954,eight nine faaev fo,780106,seven eight zero one zero six,GenericPronunciation,p318,train
588,faaev eight eight,501459,faaev o one fo faaev nine,GenericPronunciation,p343,train
53,faaev three,171959,one seven one nine faaev nine,GenericPronunciation,p286,train
3646,three six four six,672970,six seven two nine seven o,GenericPronunciation,p345,train
252,two faaev two,044128,zero four four one two eight,GenericPronunciation,p329,train
3212,three too one too,172890,one seven too eight nine zero,GenericPronunciation,p347,train
588,faaev eight eight,307219,three zero seven two one nine,GenericPronunciation,p335,train
2501,too five zero one,702407,seven zero too fo zero seven,GenericPronunciation,VCTK_p246,test
79,seven nine,629502,six two nine faaev zero two,GenericPronunciation,p288,train
132,one three too,840657,eight fo o six faaev seven,GenericPronunciation,VCTK_p230,test
633,six three three,046037,zero four six zero three seven,GenericPronunciation,p251,train
187,one eight seven,198423,one nine eight four too three,GenericPronunciation,p283,train
3212,three two one two,112149,one one two one fo nine,GenericPronunciation,p268,train
52,faaev two,423538,fo two three faaev three eight,GenericPronunciation,p307,train
8120,eight one two o,376781,three seven six seven eight one,GenericPronunciation,p304,train
57,five seven,200467,two zero zero fo six seven,GenericPronunciation,p301,train
00,zero zero,613565,six one three faaev six faaev,GenericPronunciation,p256,train
715,seven one five,509684,five o nine six eight four,GenericPronunciation,p279,train
33,three three,927463,nine too seven fo six three,GenericPronunciation,VCTK_p247,test
79,seven nine,617815,six one seven eight one five,GenericPronunciation,p308,train
715,seven one five,884319,eight eight four three one nine,GenericPronunciation,p311,train
8954,eight nine faaev four,114850,one one four eight faaev o,GenericPronunciation,p292,train
661,six six one,393862,three nine three eight six two,GenericPronunciation,VCTK_p227,test
59,faaev nine,517534,faaev one seven faaev three four,GenericPronunciation,p299,train
6714,six seven one fo,769140,seven six nine one fo zero,GenericPronunciation,VCTK_p234,test
985,nine eight five,008612,zero zero eight six one too,GenericPronunciation,p294,train
95,nine five,676419,six seven six four one nine,GenericPronunciation,VCTK_p238,test
4537,four five three seven,329482,three too nine four eight too,GenericPronunciation,p374,train
6714,six seven one fo,057255,zero five seven two five five,GenericPronunciation,p258,train
005,zero zero faaev,393633,three nine three six three three,GenericPronunciation,p300,train
562,five six too,115547,one one five five four seven,GenericPronunciation,p250,train
9720,nine seven too zero,532037,five three too zero three seven,GenericPronunciation,p308,train
94,nine fo,421760,fo too one seven six o,GenericPronunciation,VCTK_p244,test
68,six eight,325187,three too five one eight seven,GenericPronunciation,p250,train
8151,eight one faaev one,159193,one faaev nine one nine three,GenericPronunciation,p268,train
6364,six three six four,696311,six nine six three one one,GenericPronunciation,p278,train
3646,three six four six,325334,three too five three three four,GenericPronunciation,p287,train
372,three seven two,237003,two three seven zero zero three,GenericPronunciation,p282,train
30,three o,596511,faaev nine six faaev one one,GenericPronunciation,p269,train
4537,four faaev three seven,702358,seven zero two three faaev eight,GenericPronunciation,p306,train
25,two five,009123,zero zero nine one two three,GenericPronunciation,p249,train
8924,eight nine two fo,518070,five one eight zero seven zero,GenericPronunciation,p250,train
1554,one five five fo,736611,seven three six six one one,GenericPronunciation,p279,train
37,three seven,085451,zero eight faaev fo faaev one,GenericPronunciation,p343,train
108,one o eight,818345,eight one eight three fo faaev,GenericPronunciation,p268,train
527,faaev two seven,236847,two three six eight fo seven,GenericPronunciation,p326,train
0019,zero zero one nine,105551,one zero faaev faaev faaev one,GenericPronunciation,VCTK_p243,test
89,eight nine,181613,one eight one six one three,GenericPronunciation,VCTK_p238,test
372,three seven too,637457,six three seven four five seven,GenericPronunciation,p260,train
6714,six seven one fo,783176,seven eight three one seven six,GenericPronunciation,p293,train
086,zero eight six,751190,seven five one one nine zero,GenericPronunciation,VCTK_p244,test
2865,too eight six faaev,269206,too six nine too o six,GenericPronunciation,p294,train
5541,five five fo one,366834,three six six eight three fo,GenericPronunciation,VCTK_p241,test
0219,o two one nine,249266,two fo nine two six six,GenericPronunciation,p274,train
37,three seven,679730,six seven nine seven three zero,GenericPronunciation,p278,train
22,two two,454564,four five four five six four,GenericPronunciation,VCTK_p232,test
94,nine four,591477,five nine one four seven seven,GenericPronunciation,p340,train
290,too nine o,172305,one seven too three o five,GenericPronunciation,VCTK_p244,test
08,zero eight,150461,one five zero four six one,GenericPronunciation,p334,train
248,two fo eight,415788,fo one faaev seven eight eight,GenericPronunciation,p284,train
108,one o eight,012234,o one too too three fo,GenericPronunciation,VCTK_p244,test
30,three o,708937,seven o eight nine three seven,GenericPronunciation,p263,train
79,seven nine,144131,one four four one three one,GenericPronunciation,p317,train
844,eight fo fo,612270,six one too too seven zero,GenericPronunciation,p323,train
1496,one fo nine six,484788,fo eight fo seven eight eight,GenericPronunciation,VCTK_p239,test
6450,six four five zero,914880,nine one four eight eight zero,GenericPronunciation,p311,train
224,too too four,605102,six zero five one zero too,GenericPronunciation,VCTK_p233,test
8120,eight one too o,338384,three three eight three eight four,GenericPronunciation,p297,train
224,two two fo,789990,seven eight nine nine nine zero,GenericPronunciation,p259,train
858,eight five eight,117071,one one seven o seven one,GenericPronunciation,p304,train
248,too four eight,599881,faaev nine nine eight eight one,GenericPronunciation,p316,train
25,two faaev,109856,one zero nine eight faaev six,GenericPronunciation,p336,train
527,five too seven,898376,eight nine eight three seven six,GenericPronunciation,p307,train
36,three six,260860,two six zero eight six zero,GenericPronunciation,p284,train
2865,too eight six five,768916,seven six eight nine one six,GenericPronunciation,p310,train
8933,eight nine three three,572906,five seven too nine zero six,GenericPronunciation,p316,train
137,one three seven,358713,three faaev eight seven one three,GenericPronunciation,VCTK_p233,test
1496,one four nine six,266282,two six six two eight two,GenericPronunciation,VCTK_p239,test
2865,two eight six five,311727,three one one seven two seven,GenericPronunciation,VCTK_p239,test
9720,nine seven two zero,300920,three zero zero nine two zero,GenericPronunciation,p335,train
733,seven three three,461278,fo six one too seven eight,GenericPronunciation,VCTK_p226,test
0676,zero six seven six,492343,four nine too three four three,GenericPronunciation,p268,train
36,three six,704026,seven o four o two six,GenericPronunciation,p269,train
37,three seven,102898,one o too eight nine eight,GenericPronunciation,p254,train
216,too one six,447487,fo fo seven fo eight seven,GenericPronunciation,p312,train
30,three zero,328649,three two eight six four nine,GenericPronunciation,p277,train
437,fo three seven,481056,fo eight one zero five six,GenericPronunciation,VCTK_p245,test
